Service Name,Physical Address Line 1,Physical Address Line 2,Physical Address Suburb,Physical Address State,Physical Address Post Code,2018 Aged Care Planning Region (ACPR),Care Type,Residential Places,Home Care Places,Restorative Care Places,Provider Name,Organisation Type,ABS Remoteness,Latitude,Longitude,2018-19 Australian Government Funding
Catholic Healthcare McQuoin Park,35 Pacific Highway,,WAHROONGA,NSW,2076,Northern Sydney,Residential,122,,,Catholic Healthcare Limited,Charitable,Major Cities of Australia,-33.7136326,151.1071563," $6,974,394 "
Warrigal Care Mt Warrigal,5 Rowland Avenue,,MOUNT WARRIGAL,NSW,2528,Illawarra,Residential,40,,,Warrigal Care,Charitable,Major Cities of Australia,-34.54768467,150.8440831," $2,333,382 "
Uniting Edina Waverley,150-160 Bronte Road,,WAVERLEY,NSW,2024,South East Sydney,Residential,41,,,The Uniting Church in Australia Property Trust (NSW),Religious,Major Cities of Australia,-33.89689662,151.2519608," $2,458,515 "
The Whiddon Group - Wingham - Primrose,12 Primrose Street,,WINGHAM,NSW,2429,Mid North Coast,Residential,82,,,The Frank Whiddon Masonic Homes of New South Wales,Charitable,Inner Regional Australia,-31.86920075,152.3707146," $4,621,942 "
Woodberry Village,129 Lanhams Road,,WINSTON HILLS,NSW,2153,Western Sydney,Residential,122,,,Anglican Community Services,Religious,Major Cities of Australia,-33.77693706,150.9759948," $7,014,299 "
IRT Diment Towers,39-45 Staff Street,,WOLLONGONG,NSW,2500,Illawarra,Residential,63,,,Illawarra Retirement Trust,Community Based,Major Cities of Australia,-34.42734794,150.8800214," $3,547,032 "
Bethshan Gardens,70 Wyee Road,,WYEE,NSW,2259,Hunter,Residential,134,,,Bethshan Ministries Limited,Charitable,Major Cities of Australia,-33.17004419,151.4723694," $7,987,810 "
Adelene Court Hostel,1 Birch Road,,WYOMING,NSW,2250,Central Coast,Residential,35,,,Adelene Retirement Village,Charitable,Major Cities of Australia,-33.41152635,151.3648161," $1,314,067 "
Thomas Eccles Gardens,26 Mount Street,,YASS,NSW,2582,Southern Highlands,Residential,82,,,RSL LifeCare Limited,Community Based,Inner Regional Australia,-34.83111871,148.9122744," $4,648,565 "
Southern Cross Care Young Residential Aged Care,Demondrille Street,,YOUNG,NSW,2594,Southern Highlands,Residential,83,,,Southern Cross Care (NSW & ACT) Limited,Religious,Inner Regional Australia,-34.322695,148.29131," $5,005,175 "
Uniting Wirreanda West Pennant Hills,33 Highs Road,,WEST PENNANT HILLS,NSW,2125,Western Sydney,Residential,40,,,The Uniting Church in Australia Property Trust (NSW),Religious,Major Cities of Australia,-33.73698527,151.0225545," $2,675,039 "
Christophorus House Hostel,396 Peats Ferry Road,,HORNSBY,NSW,2077,Northern Sydney,Residential,24,,,Christophorus House Retirement Village,Community Based,Major Cities of Australia,-33.6966924,151.0987175," $498,597 "
Catholic Healthcare St Mary's Retirement Village,211 Northcliffe Drive,,BERKELEY,NSW,2506,Illawarra,Residential,33,,,Catholic Healthcare Limited,Charitable,Major Cities of Australia,-34.48289788,150.8431883," $2,219,307 "
Catholic Healthcare St John's Villa,222 Kings Road,,NEW LAMBTON,NSW,2305,Hunter,Residential,51,,,Catholic Healthcare Limited,Charitable,Major Cities of Australia,-32.93508674,151.7152755," $2,989,777 "
Woodlands Lodge,100 Lake Road,,WALLSEND,NSW,2287,Hunter,Residential,72,,,United Protestant Association of NSW Limited,Charitable,Major Cities of Australia,-32.91254277,151.659999," $5,385,155 "
RFBI Lakemba Masonic Village,72 Sproule Street,,LAKEMBA,NSW,2195,Inner West,Residential,50,,,Royal Freemasons' Benevolent Institution,Charitable,Major Cities of Australia,-33.92391248,151.0762091," $3,510,013 "
Teloca House Hostel,120 Audley Street,,NARRANDERA,NSW,2700,Riverina/Murray,Residential,61,,,RSL LifeCare Limited,Community Based,Outer Regional Australia,-34.74811985,146.5494843," $3,166,686 "
Catholic Healthcare Coolamon Villa,1-3 Azalea Street,,MULLUMBIMBY,NSW,2482,Far North Coast,Residential,55,,,Catholic Healthcare Limited,Charitable,Inner Regional Australia,-28.55901471,153.4909277," $3,622,259 "
Ern Vine Village,65 Dutton Street,,BANKSTOWN,NSW,2200,South West Sydney,Residential,45,,,Bankstown City Aged Care Ltd,Community Based,Major Cities of Australia,-33.91222,151.020598," $1,899,313 "
Glaica House,22 Flora Parade,,TUNCURRY,NSW,2428,Mid North Coast,Residential,146,,,Great Lakes Aged & Invalid Care Association Ltd,Community Based,Inner Regional Australia,-32.16756731,152.4967062," $9,524,845 "
Lemongrove Gardens Hostel,32 Gascoigne Street,,PENRITH,NSW,2750,Nepean,Residential,59,,,Anglican Community Services,Religious,Major Cities of Australia,-33.75261083,150.7103632," $4,033,217 "
Haydays Retirement Hostel,Coke Street,,HAY,NSW,2711,Riverina/Murray,Residential,24,,,Hay Senior Citizens Association Incorporated,Community Based,Outer Regional Australia,-34.50173,144.85255," $716,133 "
Bilyara Hostel,Holman Place,,COWRA,NSW,2794,Central West,Residential,82,,,Cowra Retirement Village Ltd,Charitable,Inner Regional Australia,-33.823685,148.69388," $4,708,760 "
Bracken House Dubbo,315 Macquarie Street,,DUBBO,NSW,2830,Orana Far West,Residential,74,,,United Protestant Association of NSW Limited,Charitable,Inner Regional Australia,-32.26121987,148.6003671," $4,198,093 "
Cooee Lodge,Townsend Drive,,GILGANDRA,NSW,2827,Orana Far West,Residential,50,,,Gilgandra Council,Local Government,Outer Regional Australia,-31.703966,148.663309," $2,420,196 "
St Agnes Hostel,2 Lochinvar Place,,PORT MACQUARIE,NSW,2444,Mid North Coast,Residential,125,,,St Agnes' Care & Lifestyle,Religious,Inner Regional Australia,-31.456553,152.898377," $6,370,077 "
The Whiddon Group - Narrabri - Robert Young,Cameron Street,,NARRABRI,NSW,2390,New England,Residential,54,,,The Frank Whiddon Masonic Homes of New South Wales,Charitable,Outer Regional Australia,-30.32497977,149.7779045," $3,356,959 "
The Whiddon Group - Belmont,10 Gibson Street,,BELMONT,NSW,2280,Hunter,Residential,56,,,The Frank Whiddon Masonic Homes of New South Wales,Charitable,Major Cities of Australia,-33.03618876,151.6660629," $3,775,491 "
Uralba Retirement Village,5 Eulamore Street,,CARCOAR,NSW,2791,Central West,Residential,22,,,Uralba (Carcoar) Incorporated,Community Based,Inner Regional Australia,-33.61648451,149.1426066," $1,123,218 "
Borella House,333 Borella Road,,ALBURY,NSW,2640,Riverina/Murray,Residential,66,,,The Churches of Christ Property Trust,Religious,Inner Regional Australia,-36.076423,146.931133," $3,759,356 "
Uniting Hawkesbury Richmond,23-25 Chapel Street,,RICHMOND,NSW,2753,Nepean,Residential,134,,,The Uniting Church in Australia Property Trust (NSW),Religious,Major Cities of Australia,-33.595922,150.744046," $9,882,415 "
Maranatha House,127 - 137 Whiteley Street,,WELLINGTON,NSW,2820,Orana Far West,Residential,80,,,Maranatha House,Community Based,Outer Regional Australia,-32.54889026,148.9524448," $4,269,955 "
Bolton Clarke Winders Lodge,26 Winders Place,,BANORA POINT,NSW,2486,Far North Coast,Residential,40,,,RSL Care RDNS Limited,Charitable,Major Cities of Australia,-28.213079,153.540814," $2,699,385 "
Chester Hill Village,83 Jocelyn Street,,CHESTER HILL,NSW,2162,South West Sydney,Residential,50,,,Bankstown City Aged Care Ltd,Community Based,Major Cities of Australia,-33.88944352,150.9981591," $2,364,415 "
St Dominic's Home for the Elderly,171 Walters Road,,BLACKTOWN,NSW,2148,Western Sydney,Residential,50,,,The Congregation of the Dominican Sisters of Malta in New South Wales,Religious,Major Cities of Australia,-33.7873406,150.8931876," $1,685,844 "
BlueWave Living The Shores,5-6 Kathleen Street,,WOY WOY,NSW,2256,Central Coast,Residential,43,,,Woy Woy Community Aged Care Ltd,Community Based,Major Cities of Australia,-33.49729589,151.3221768," $2,303,571 "
Anglican Care Storm Village,109 Cowper Street,,TAREE,NSW,2430,Mid North Coast,Residential,117,,,Anglican Care,Charitable,Inner Regional Australia,-31.8979741,152.4723242," $6,461,445 "
Uniting Banks Lodge Peakhurst,93 Baumans Road,,PEAKHURST,NSW,2210,South East Sydney,Residential,114,,,The Uniting Church in Australia Property Trust (NSW),Religious,Major Cities of Australia,-33.9562902,151.0683671," $7,045,750 "
Aurrum Norah Head,60 Soldiers Point Drive,,NORAH HEAD,NSW,2263,Central Coast,Residential,53,,,Aurrum Pty Limited,Private Incorporated Body,Major Cities of Australia,-33.28401478,151.5684997," $3,825,427 "
Anglican Care Greenmount Gardens,4 Bristol Close,,MOUNT HUTTON,NSW,2290,Hunter,Residential,42,,,Anglican Care,Charitable,Major Cities of Australia,-32.98570693,151.6699144," $2,413,980 "
Anglican Care McIntosh Court,Toronto Road,,BOORAGUL,NSW,2284,Hunter,Residential,63,,,Anglican Care,Charitable,Major Cities of Australia,-32.979376,151.604502," $3,990,172 "
Stella Maris Aged Care Facility,6 Coast Avenue,,CRONULLA,NSW,2230,South East Sydney,Residential,75,,,Stella Maris Aged Care Facility,Religious,Major Cities of Australia,-34.06163515,151.1555167," $5,539,153 "
The Whiddon Group - Glenfield - Arthur Webb,81 Belmont Road,,GLENFIELD,NSW,2167,South West Sydney,Residential,48,,,The Frank Whiddon Masonic Homes of New South Wales,Charitable,Major Cities of Australia,-33.97702387,150.9002088," $3,501,557 "
The Whiddon Group - Glenfield - Easton Park,81 Belmont Road,,GLENFIELD,NSW,2167,South West Sydney,Residential,197,,,The Frank Whiddon Masonic Homes of New South Wales,Charitable,Major Cities of Australia,-33.97702387,150.9002088," $12,643,971 "
Murray Vale Shalem Hostel,342 Wagga Road,,LAVINGTON,NSW,2641,Riverina/Murray,Residential,60,,,United Protestant Association of NSW Limited,Charitable,Inner Regional Australia,-36.04998927,146.937888," $4,561,335 "
Roy Wotton Gardens,2 Bimmil Street,,EDEN,NSW,2551,Southern Highlands,Residential,28,,,RSL LifeCare Limited,Community Based,Outer Regional Australia,-37.06281971,149.8970998," $1,332,160 "
Oolong Hostel,91-97 Sturt Street,,HOWLONG,NSW,2643,Riverina/Murray,Residential,21,,,United Protestant Association of NSW Limited,Charitable,Inner Regional Australia,-35.98010238,146.6244832," $1,733,196 "
Catholic Healthcare Percy Miles Villa,227-235 Forest Road,,KIRRAWEE,NSW,2232,South East Sydney,Residential,40,,,Catholic Healthcare Limited,Charitable,Major Cities of Australia,-34.04009239,151.0737298," $2,404,886 "
BaptistCare Warena Centre,15 Bangaroo Street,,BANGOR,NSW,2234,South East Sydney,Residential,130,,,BaptistCare NSW & ACT,Charitable,Major Cities of Australia,-34.01697625,151.027584," $7,681,207 "
BaptistCare Kularoo Centre,84-86 Kularoo Drive,,FORSTER,NSW,2428,Mid North Coast,Residential,160,,,BaptistCare NSW & ACT,Charitable,Inner Regional Australia,-32.19779899,152.5254877," $9,402,275 "
Uniting Thomas Roseby Lodge Marrickville,388-390 Illawarra Road,,MARRICKVILLE,NSW,2204,Inner West,Residential,41,,,The Uniting Church in Australia Property Trust (NSW),Religious,Major Cities of Australia,-33.91557607,151.1503291," $2,858,596 "
RFBI Coffs Harbour Masonic Village,33a Mackays Road,,COFFS HARBOUR,NSW,2450,Mid North Coast,Residential,61,,,Royal Freemasons' Benevolent Institution,Charitable,Inner Regional Australia,-30.27731496,153.1031486," $3,880,076 "
Dougherty Villa,206 Arthur Street,,GRAFTON,NSW,2460,Far North Coast,Residential,54,,,Clarence Village Limited,Community Based,Inner Regional Australia,-29.67327554,152.9392609," $3,774,486 "
Burrowa House,79 Ford Street,,BOOROWA,NSW,2586,Southern Highlands,Residential,12,,,Boorowa Hostel Incorporated,Community Based,Inner Regional Australia,-34.442832,148.727783," $796,645 "
Catholic Healthcare St Joseph's Aged Care,37 Azalea Avenue,,COFFS HARBOUR,NSW,2450,Mid North Coast,Residential,112,,,Catholic Healthcare Limited,Charitable,Inner Regional Australia,-30.298755,153.106392," $7,639,932 "
Catholic Healthcare The Sister Anne Court Aged Care,180 Albion Street,,DARLINGHURST,NSW,2010,South East Sydney,Residential,68,,,Catholic Healthcare Limited,Charitable,Major Cities of Australia,-33.883771,151.215982," $3,828,818 "
Woollahra Montefiore Home,23 Nelson Street,,WOOLLAHRA,NSW,2025,South East Sydney,Residential,50,,,Sir Moses Montefiore Jewish Home,Religious,Major Cities of Australia,-33.888844,151.2432781," $2,041,955 "
Catholic Healthcare Emmaus Village,85 Bakers Lane,,KEMPS CREEK,NSW,2178,Nepean,Residential,64,,,Catholic Healthcare Limited,Charitable,Major Cities of Australia,-33.82920307,150.7910313," $4,517,476 "
Southern Cross Care Parkes Residential Aged Care,2 Middleton Street,,PARKES,NSW,2870,Central West,Residential,62,,,Southern Cross Care (NSW & ACT) Limited,Religious,Outer Regional Australia,-33.13707579,148.1632263," $3,357,770 "
RFBI Bathurst Masonic Village,200 Stewart Street,,BATHURST,NSW,2795,Central West,Residential,45,,,Royal Freemasons' Benevolent Institution,Charitable,Inner Regional Australia,-33.41685123,149.5728476," $2,897,541 "
The Whiddon Group - Kelso,15 Ilumba Way,,KELSO,NSW,2795,Central West,Residential,112,,,The Frank Whiddon Masonic Homes of New South Wales,Charitable,Inner Regional Australia,-33.40709507,149.610307," $7,340,434 "
Touriandi Limited,Borah Road,,BINGARA,NSW,2404,New England,Residential,28,,,Touriandi Limited,Community Based,Outer Regional Australia,-29.87289975,150.5826672," $1,581,480 "
Frazer Court Hostel,1 Frazer Avenue,,PEAK HILL,NSW,2869,Central West,Residential,10,,,Frazer Court Committee Incorporated,Community Based,Outer Regional Australia,-32.72266707,148.1938533," $515,657 "
Naroo Frail Aged Hostel,152 Long Street,,WARIALDA,NSW,2402,New England,Residential,36,,,Gwydir Shire Council,Local Government,Outer Regional Australia,-29.5387649,150.5803956," $1,574,128 "
St Vincent's Care Services Edgecliff,2-6 Albert Street,,EDGECLIFF,NSW,2027,South East Sydney,Residential,40,,,St Vincent's Care Services Ltd.,Religious,Major Cities of Australia,-33.88086145,151.2383493," $2,029,286 "
Wenonah Lodge,27-31 Mayne Street,,GULGONG,NSW,2852,Orana Far West,Residential,25,,,Gulgong Hostel Association Inc,Community Based,Outer Regional Australia,-32.36519491,149.5417243," $1,216,115 "
Autumn Lodge Glass Street,11 Glass Street,,ARMIDALE,NSW,2350,New England,Residential,50,,,Autumn Lodge,Community Based,Inner Regional Australia,-30.50335832,151.660599," $3,493,802 "
Feros Village Wommin Bay,McKissock Drive,,KINGSCLIFF,NSW,2487,Far North Coast,Residential,70,,,Wommin Bay Hostels Ltd,Community Based,Major Cities of Australia,-28.235722,153.565379," $4,253,420 "
Woodhaven,55a Hebden Street,,LOCKHART,NSW,2656,Riverina/Murray,Residential,23,,,Lockhart and District Aged Care Association Inc,Community Based,Outer Regional Australia,-35.22233434,146.7190682," $1,150,250 "
Dougherty Apartments,1 Victor Street,,CHATSWOOD,NSW,2067,Northern Sydney,Residential,70,,,Dougherty Apartments Retirement Housing Project,Charitable,Major Cities of Australia,-33.7995371,151.1828872," $4,577,003 "
The Whiddon Group - Laurieton,57 Peach Grove,,LAURIETON,NSW,2443,Mid North Coast,Residential,60,,,The Frank Whiddon Masonic Homes of New South Wales,Charitable,Inner Regional Australia,-31.64615854,152.7941744," $3,696,288 "
Stroud Community Lodge,51 -53 Cowper Street,,STROUD,NSW,2425,Mid North Coast,Residential,31,,,Stroud Community Lodge Inc,Community Based,Inner Regional Australia,-32.40125147,151.96509," $1,145,318 "
Timbrebongie House,134-138 Cathundril Street,,NARROMINE,NSW,2821,Orana Far West,Residential,47,,,Timbrebongie House Limited,Community Based,Outer Regional Australia,-32.24308968,148.2401345," $2,433,885 "
Uralba Hostel,50 Tor Street,,GUNDAGAI,NSW,2722,Riverina/Murray,Residential,19,,,Gundagai and District Hostel Accommodation Inc,Community Based,Inner Regional Australia,-35.05236321,148.1021917," $586,171 "
Catholic Healthcare Lewisham Retirement Hostel,1C Thomas Street,,LEWISHAM,NSW,2049,Inner West,Residential,40,,,Catholic Healthcare Limited,Charitable,Major Cities of Australia,-33.89179759,151.1480718," $2,662,170 "
The Greek Community Home For The Aged,2 Woolcott Street,,EARLWOOD,NSW,2206,Inner West,Residential,48,,,The Greek Orthodox Community of New South Wales Ltd,Charitable,Major Cities of Australia,-33.92154312,151.1187337," $3,296,402 "
Thomas Holt Sans Souci Gardens,188 Chuter Avenue,,SANS SOUCI,NSW,2219,South East Sydney,Residential,38,,,Illawarra Retirement Trust,Community Based,Major Cities of Australia,-33.98911116,151.1435169," $2,164,112 "
BaptistCare Dorothy Henderson Lodge,157 Balaclava Road,,MACQUARIE PARK,NSW,2113,Northern Sydney,Residential,80,,,BaptistCare NSW & ACT,Charitable,Major Cities of Australia,-33.77827774,151.1109563," $4,589,548 "
Warrigal Care Albion Park Rail,2 Pine Street,,ALBION PARK RAIL,NSW,2527,Illawarra,Residential,149,,,Warrigal Care,Charitable,Major Cities of Australia,-34.5725931,150.7997503," $8,669,568 "
Calvary St Francis Retirement Community,12 Gleeson Crescent,,ELEEBANA,NSW,2282,Hunter,Residential,52,,,Calvary Retirement Communities Limited,Religious,Major Cities of Australia,-32.99844222,151.644475," $3,058,136 "
The Whiddon Group - Redhead,120  REDHEAD ROAD,,REDHEAD,NSW,2290,Hunter,Residential,60,,,The Frank Whiddon Masonic Homes of New South Wales,Charitable,Major Cities of Australia,-33.00885342,151.7108687," $4,138,516 "
RFBI Hawkins Masonic Village - Acacia House,20 Northville Drive,,EDGEWORTH,NSW,2285,Hunter,Residential,71,,,Royal Freemasons' Benevolent Institution,Charitable,Major Cities of Australia,-32.92558027,151.604632," $4,403,338 "
The Whiddon Group - Weeronga,Rivers Street,,WEE WAA,NSW,2840,New England,Residential,30,,,The Frank Whiddon Masonic Homes of New South Wales,Charitable,Outer Regional Australia,-30.22303344,149.4487616," $2,018,133 "
Southern Cross Care Nordby Residential Aged Care,15 Hill Road,,WEST PENNANT HILLS,NSW,2125,Western Sydney,Residential,45,,,Southern Cross Care (NSW & ACT) Limited,Religious,Major Cities of Australia,-33.74829037,151.0294113," $2,195,129 "
