,service_name,postcode,suburb,state,geoj_lat,geoj_lon,home_care_places
304,Carpenter Court Aged Care Plus Centre,2291,MEREWETHER,NSW,-32.94721928,151.7574682,1
305,Greenhills Lodge,2484,SOUTH MURWILLUMBAH,NSW,-28.341111,153.399479,1
306,Uniting Koombahla Elermore Vale,2287,ELERMORE VALE,NSW,-32.91705337,151.6566866,1
307,Presbyterian Aged Care - Wescott,2295,STOCKTON,NSW,-32.90834549,151.7804317,1
308,Uniting Northaven Turramurra,2074,TURRAMURRA,NSW,-33.73403779,151.1308678,1
309,HammondCare - Princess Juliana Lodge,2074,NORTH TURRAMURRA,NSW,-33.69536169,151.1465422,1
310,Southern Cross Care St Joseph's Residential Aged Care,2486,TWEED HEADS SOUTH,NSW,-28.19933464,153.5422345,1
311,Peninsula Village Retirement Centre,2257,UMINA,NSW,-33.514015,151.310661,1
312,Strathearn Village Low Care Facility,2337,SCONE,NSW,-32.051022,150.877636,1
313,RFBI Cessnock Masonic Village,2325,CESSNOCK,NSW,-32.83450974,151.3624218,1
314,IRT Shoalhaven Court,2540,CULBURRA BEACH,NSW,-34.93502561,150.7411567,1
315,RFBI Goulburn Masonic Village,2580,GOULBURN,NSW,-34.74585164,149.7463349,1
316,Bundaleer Gardens Hostel,2446,WAUCHOPE,NSW,-31.467887,152.734013,1
317,Koonambil Aged Care,2829,COONAMBLE,NSW,-30.96418985,148.3884632,1
318,Feros Village Byron Bay,2481,BYRON BAY,NSW,-28.64818188,153.6178374,1
319,Rathgar Lodge,2462,ULMARRA,NSW,-29.63475165,153.0232094,1
320,RFBI Lake Haven Masonic Village,2263,GOROKAN,NSW,-33.24974,151.493343,1
321,Balranald Retirement Hostel,2715,BALRANALD,NSW,-34.64011508,143.5614693,1
322,Catholic Healthcare Maranatha Lodge,2536,BATEHAVEN,NSW,-35.73928123,150.2029814,1
323,Uniting St Columba's Lane Cove,2066,LANE COVE,NSW,-33.81430525,151.1565626,1
324,Southern Cross Care St Martha's Residential Aged Care,2486,BANORA POINT,NSW,-28.21379771,153.5408975,1
325,Southern Cross Care South Coogee Residential Aged Care,2034,SOUTH COOGEE,NSW,-33.93550092,151.2565989,1
326,Glades Bay Gardens,2111,GLADESVILLE,NSW,-33.83744821,151.1278146,1
327,Calvary St Martin de Porres Retirement Community,2298,WARATAH,NSW,-32.89969998,151.7234455,1
328,Leigh Place,2196,ROSELANDS,NSW,-33.93957508,151.0643908,1
329,Castle Hill Aged Care Home,2154,CASTLE HILL,NSW,-33.741073,151.01554,1
330,Booroongen Djugun Limited,2440,GREENHILL,NSW,-31.05476032,152.7931448,1
331,Calvary Nazareth Retirement Community,2280,BELMONT,NSW,-33.023057,151.667087,1
332,Uniting Lindsay Gardens Hamilton,2303,HAMILTON,NSW,-32.92153114,151.7393345,1
333,Lara Aged Care,2420,DUNGOG,NSW,-32.4002196,151.746005,1
334,Kanandah Hostel,2850,MUDGEE,NSW,-32.59366271,149.5840501,1
335,Harbison Hostel Moss Vale,2577,MOSS VALE,NSW,-34.5625914,150.3697449,1
336,Uniting The Garrison Mosman,2088,MOSMAN,NSW,-33.82365304,151.2427532,1
337,Feros Village Bangalow,2479,BANGALOW,NSW,-28.68757298,153.5297101,1
338,RFBI West Wyalong Masonic Village,2671,WEST WYALONG,NSW,-33.91655173,147.1980333,1
339,Calvary Tanilba Shores Retirement Community,2319,TANILBA BAY,NSW,-32.72821261,151.9945119,1
340,Uniting Bankstown,2200,BANKSTOWN,NSW,-33.91373347,151.0326182,1
341,Southern Cross Care Nagle Residential Aged Care,2232,SUTHERLAND,NSW,-34.03247363,151.0605498,1
342,Uniting Ronald Coleman Lodge Woollahra,2025,WOOLLAHRA,NSW,-33.8894051,151.2398991,1
343,Elizabeth Lodge (Rushcutters Bay),2011,RUSHCUTTERS BAY,NSW,-33.87550299,151.2254957,1
344,Orana Gardens,2830,DUBBO,NSW,-32.254829,148.634778,1
345,Frederic House,2017,WATERLOO,NSW,-33.89720706,151.2091801,1
346,Charles Chambers Court,2010,SURRY HILLS,NSW,-33.88007254,151.2111716,1
347,Uniting Roberts Lodge Peakhurst,2210,PEAKHURST,NSW,-33.95966149,151.0651605,1
348,BaptistCare Morven Gardens Centre,2780,LEURA,NSW,-33.71389914,150.3434917,1
349,Fig Tree Point Aged Care Facility,2283,TORONTO,NSW,-33.00453487,151.598969,1
350,Mater Christi Aged Care Facility,2452,TOORMINA,NSW,-30.349535,153.089122,1
351,Uniting Edinglassie Lodge Penrith,2750,PENRITH,NSW,-33.75257493,150.7090467,1
352,Woodport Aged Care Plus Centre,2250,ERINA,NSW,-33.43845749,151.3780686,1
353,Concord Community Hostel,2138,RHODES,NSW,-33.82659884,151.0892291,1
354,Glengarry Hostel,2088,MOSMAN,NSW,-33.83524981,151.2476611,1
355,HammondCare - Leighton Lodge,2074,NORTH TURRAMURRA,NSW,-33.69536169,151.1465422,1
356,Three Tree Lodge,2790,BOWENFELS,NSW,-33.49831953,150.1265026,1
357,Heritage Care Illawong,2234,ILLAWONG,NSW,-33.99740002,151.0276667,1
358,The Donald Coburn Centre,2154,CASTLE HILL,NSW,-33.730694,151.023024,1
359,Montrose Aged Care Plus Centre,2041,BALMAIN,NSW,-33.85583705,151.1849277,1
360,Southern Cross Care Greystanes Residential Aged Care,2145,GREYSTANES,NSW,-33.81627282,150.9506851,1
361,HammondCare - The Pines,2170,HAMMONDVILLE,NSW,-33.950558,150.959081,1
362,Bupa Tamworth,2340,NORTH TAMWORTH,NSW,-31.07460645,150.9296714,1
363,IRT Woolwich,2110,WOOLWICH,NSW,-33.83943,151.165975,1
364,BaptistCare Warabrook Centre,2304,WARABROOK,NSW,-32.88924623,151.7207051,1
365,Anglican Care Jesmond Grove,2299,JESMOND,NSW,-32.89720005,151.6844759,1
366,HammondCare - Erina,2250,ERINA,NSW,-33.43434269,151.4007576,1
367,St Josephs Aged Care Facility for Religious,2033,KENSINGTON,NSW,-33.91130792,151.2203576,1
368,Heritage Care Botany,2019,BOTANY,NSW,-33.95321952,151.1985803,1
369,Mercy Place Mount St Joseph's,2594,YOUNG,NSW,-34.32328101,148.2899619,1
370,Bupa Banora Point,2486,BANORA POINT,NSW,-28.21656131,153.5194636,1
371,SummitCare Penrith,2750,JAMISONTOWN,NSW,-33.76164594,150.6819166,1
372,IRT Five Islands,2505,PORT KEMBLA,NSW,-34.48555667,150.9115984,1
373,Banyula Lodge,2430,OLD BAR,NSW,-31.96369388,152.581731,1
374,Bill King Aged Care Facility,2315,FINGAL BAY,NSW,-32.74907572,152.166265,1
375,St Basil's Kogarah,2217,KOGARAH,NSW,-33.97135224,151.1314155,1
376,SummitCare St Marys,2760,ST MARYS,NSW,-33.77229341,150.7698243,1
377,Bayside Residential Aged Care Facility,2264,BONNELLS BAY,NSW,-33.105586,151.506013,1
378,Presbyterian Aged Care - Thornleigh,2120,THORNLEIGH,NSW,-33.73037151,151.0832276,1
379,RSL ANZAC Village,2101,NARRABEEN,NSW,-33.72410351,151.2867685,1
380,St Vincent's Care Services Auburn,2144,AUBURN,NSW,-33.84950477,151.0287885,1
381,St Marys Villa Residential Aged Care,2137,CONCORD,NSW,-33.86770809,151.1050171,1
382,Presbyterian Aged Care - Ashfield,2131,ASHFIELD,NSW,-33.88551311,151.1261866,1
383,Presbyterian Aged Care - Paddington,2021,PADDINGTON,NSW,-33.8807799,151.226405,1
384,Estia Health Bankstown,2190,GREENACRE,NSW,-33.90438319,151.05058,1
385,Catholic Healthcare Charles O'Neill Hostel,2304,MAYFIELD,NSW,-32.8939749,151.7310041,1
386,Carol Allen House,2753,RICHMOND,NSW,-33.61408392,150.7424348,1
387,Catholic Healthcare Bodington,2782,WENTWORTH FALLS,NSW,-33.728255,150.388995,1
388,Catholic Healthcare Macquarie Care Centre,2795,BATHURST,NSW,-33.41814393,149.579107,1
389,Garrawarra Centre,2233,WATERFALL,NSW,-34.18034319,150.9674291,1
390,Governor Phillip Manor,2750,PENRITH,NSW,-33.751154,150.709989,1
391,St Catherine's Aged Care Services,2122,EASTWOOD,NSW,-33.781323,151.09999,1
392,Calvary Cessnock Retirement Community,2325,CESSNOCK,NSW,-32.81702252,151.3461044,1
393,John Goodlet Manor,2571,PICTON,NSW,-34.18754415,150.5961109,1
394,Werombi Court,2570,GRASMERE,NSW,-34.05665981,150.6746141,1
395,Catholic Healthcare Holy Spirit Dubbo,2830,DUBBO,NSW,-32.23714555,148.6268964,1
396,Hillcrest Nursing Home (Gloucester),2422,GLOUCESTER,NSW,-32.00350838,151.9586797,1
397,St Josephs Nursing Home,2480,EAST LISMORE,NSW,-28.82033527,153.2871784,1
398,Murrumburrah Harden District Hospital,2587,MURRUMBURRAH,NSW,-34.55122146,148.3582103,1
399,Corowa District Hospital,2646,COROWA,NSW,-35.99903571,146.3827484,1
400,Holbrook District Hospital,2644,HOLBROOK,NSW,-35.72144445,147.3129783,1
401,Wallsend Aged Care Facility,2287,WALLSEND,NSW,-32.89973583,151.6783129,1
402,Uniting Abrina Ashfield,2131,ASHFIELD,NSW,-33.8923872,151.1296026,1
403,S Antonio Da Padova Nursing Home,2112,RYDE,NSW,-33.80504563,151.1049177,1
404,Ainsley Nursing Home,2134,BURWOOD,NSW,-33.8708451,151.1002972,1
405,Uniting Aldersgate Lilyfield,2040,LILYFIELD,NSW,-33.87107173,151.1584808,1
406,Ashburn House Aged Care Facility,2111,GLADESVILLE,NSW,-33.83680504,151.1259002,1
407,Estia Health Ryde,2112,RYDE,NSW,-33.81641921,151.0937741,1
408,Ashwood Residential Care Service,2145,PENDLE HILL,NSW,-33.80478939,150.9563118,1
409,Milford House Nursing Home,2031,RANDWICK,NSW,-33.91504137,151.2420392,1
410,Regis Belmore,2192,BELMORE,NSW,-33.9163884,151.0888825,1
411,Bethel Lodge,2131,ASHFIELD,NSW,-33.894935,151.125784,1
412,Blakehurst Aged Care Centre,2221,BLAKEHURST,NSW,-33.98196522,151.1104994,1
413,Windermere Aged Care Facility,2130,SUMMER HILL,NSW,-33.89301424,151.1344294,1
414,Cronulla Seaside Aged Care,2230,CRONULLA,NSW,-34.0455828,151.1585317,1
415,Estia Health Camden,2570,CAMDEN,NSW,-34.07263962,150.6961916,1
416,Canberra Nursing Home,2141,LIDCOMBE,NSW,-33.8630427,151.0473065,1
417,The Maronite Sisters Of The Holy Family Village,2204,MARRICKVILLE,NSW,-33.91106225,151.1475937,1
418,Uniting Caroona Kalina Goonellabah,2480,GOONELLABAH,NSW,-28.82564046,153.3203039,1
419,Eileen Armstrong House,2517,WOONONA,NSW,-34.35141122,150.9095235,1
420,Clermont Aged Care,2112,RYDE,NSW,-33.80194975,151.1064314,1
421,Clover Lea Nursing Home,2136,BURWOOD HEIGHTS,NSW,-33.88877544,151.1064354,1
422,Japara Henley Manor,2767,DOONSIDE,NSW,-33.76079939,150.8657144,1
423,Fairlea Aged Care @ Penshurst,2222,PENSHURST,NSW,-33.95998288,151.0786274,1
424,The Whiddon Group - Glenfield,2167,GLENFIELD,NSW,-33.97702387,150.9002088,1
425,Goondee Aged Care Home,2135,STRATHFIELD,NSW,-33.87846578,151.0949012,1
426,HammondCare - Southwood,2170,HAMMONDVILLE,NSW,-33.950558,150.959081,1
427,Carino Care at Oatley,2223,OATLEY,NSW,-33.98601437,151.0773938,1
428,Jesmond Aged Care,2135,STRATHFIELD,NSW,-33.87266264,151.0848932,1
429,Lansdowne Aged Care Facility,2166,CABRAMATTA,NSW,-33.89831423,150.9435983,1
430,Linburn Nursing Home,2134,BURWOOD,NSW,-33.87106553,151.1001335,1
431,Warrigal Care Bundanoon,2578,BUNDANOON,NSW,-34.6552209,150.2952465,1
432,Columbia Aged Care Services - Acacia Centre,2204,MARRICKVILLE,NSW,-33.90761786,151.1478265,1
433,Maroba Nursing Home,2298,WARATAH,NSW,-32.90209971,151.7198503,1
434,Menaville Nursing Home,2216,ROCKDALE,NSW,-33.94829571,151.1307619,1
435,Meredith House Nursing Home,2135,STRATHFIELD,NSW,-33.87071208,151.0806271,1
436,Bupa Roseville,2069,ROSEVILLE,NSW,-33.78680117,151.1779249,1
437,The Little Sisters of the Poor Mount St Joseph's Home,2031,RANDWICK,NSW,-33.90633837,151.2461524,1
438,BaptistCare Niola Centre,2870,PARKES,NSW,-33.1342652,148.1709029,1
439,Gymea Bay Aged Care,2227,GYMEA BAY,NSW,-34.05202937,151.0837116,1
440,Our Lady Of Consolation Nursing Home,2766,ROOTY HILL,NSW,-33.78276902,150.846673,1
441,The Palms Nursing Home,2232,KIRRAWEE,NSW,-34.03635518,151.0721108,1
442,Parkview Nursing Home,2046,FIVE DOCK,NSW,-33.867274,151.132787,1
443,Opal Anita Villa,2780,KATOOMBA,NSW,-33.7124643,150.315547,1
444,Ashley House Pty Ltd,2069,ROSEVILLE,NSW,-33.7884353,151.1876513,1
445,Hunters Hill Montefiore Home,2110,HUNTERS HILL,NSW,-33.82127872,151.139635,1
446,Castellorizian Nursing Home,2033,KENSINGTON,NSW,-33.90928304,151.2184732,1
447,Martyn Claver Aged Care,2780,LEURA,NSW,-33.71477506,150.3393768,1
448,Regis Hurstville,2220,HURSTVILLE,NSW,-33.96115426,151.0949145,1
449,Wahroonga Nursing Home,2076,WAHROONGA,NSW,-33.71510989,151.1080455,1
450,Opal Wallgrove,2195,LAKEMBA,NSW,-33.91463035,151.0780527,1
451,Peter Cosgrove House,2101,NARRABEEN,NSW,-33.72410351,151.2867685,1
452,SummitCare Randwick,2031,RANDWICK,NSW,-33.9084816,151.245322,1
453,Whitehall Nursing Home,2070,LINDFIELD,NSW,-33.77477155,151.1721715,1
454,Willandra Residential Aged Care Facility,2204,MARRICKVILLE,NSW,-33.9052716,151.1496867,1
455,Lansdowne Gardens on Wycombe,2089,NEUTRAL BAY,NSW,-33.83856387,151.2214354,1
456,Wyoming Nursing Home,2130,SUMMER HILL,NSW,-33.8893,151.137211,1
457,Fairmont Aged Care Centre,2207,BEXLEY,NSW,-33.95237732,151.1267703,1
458,Roseneath Aged Care Centre Pty Ltd,2370,GLEN INNES,NSW,-29.73865601,151.7433221,1
459,Scalabrini Village Nursing Home (Drummoyne),2047,DRUMMOYNE,NSW,-33.84904731,151.1582142,1
460,Uniting Elizabeth Gates Singleton,2330,SINGLETON HEIGHTS,NSW,-32.54797262,151.1675456,1
461,Warrigal Care Goulburn,2580,GOULBURN,NSW,-34.73111125,149.7107337,1
462,Bolton Clarke Cabrini,2145,WESTMEAD,NSW,-33.815469,150.984931,1
463,Opal Glen Lynn,2144,AUBURN,NSW,-33.8457764,151.0355169,1
464,Waterview Aged Care Facility,2284,TERALBA,NSW,-32.96712384,151.6057119,1
465,New Horizons Aged Care Facility,2113,NORTH RYDE,NSW,-33.80509434,151.12688,1
466,Estia Health Epping - The Poplars,2121,EPPING,NSW,-33.76488461,151.0878619,1
467,The Willows Private Nursing Home Pty Ltd,2131,ASHFIELD,NSW,-33.88443112,151.1336801,1
468,Japara Wyong,2259,WYONG,NSW,-33.289639,151.421395,1
469,Loreto Home of Compassion,2650,WAGGA WAGGA,NSW,-35.125029,147.330918,1
470,Summer Hill Aged Care Services Nursing Home,2130,SUMMER HILL,NSW,-33.89582339,151.1327335,1
471,Avondale House,2265,COORANBONG,NSW,-33.08117149,151.4552319,1
472,St Annes Nursing Home,2880,BROKEN HILL,NSW,-31.974122,141.463184,1
473,Vaucluse Nursing Home,2030,VAUCLUSE,NSW,-33.86016936,151.2811638,1
474,RFBI Armidale Masonic Village,2350,ARMIDALE,NSW,-30.5058921,151.6839129,1
475,Bupa Queens Park,2024,WAVERLEY,NSW,-33.90356409,151.2534513,1
476,Southern Cross Care Marian Nursing Home,2151,NORTH PARRAMATTA,NSW,-33.8039129,151.0017958,1
477,Killara Gardens Aged Care,2071,KILLARA,NSW,-33.76282204,151.1574991,1
478,Thomas Street Lodge,2150,PARRAMATTA,NSW,-33.81271038,151.0161616,1
479,Amaroo Aged Care Facility,2290,CHARLESTOWN,NSW,-32.97126488,151.6991721,1
480,Estia Health Kilbride,2560,GILEAD,NSW,-34.1120515,150.7862028,1
481,Opal Netherby,2076,WAHROONGA,NSW,-33.71658215,151.1081634,1
482,Beecroft Nursing Home,2119,BEECROFT,NSW,-33.7556034,151.0689955,1
483,Peakhurst Nursing Home,2210,PEAKHURST,NSW,-33.96133307,151.0553294,1
484,Anglican Care Carey Bay Gardens,2283,CAREY BAY,NSW,-33.02883316,151.6044989,1
485,Pioneer House Aged Care,2850,MUDGEE,NSW,-32.5935446,149.5798872,1
486,Uniting Northaven Turramurra,2074,TURRAMURRA,NSW,-33.73403779,151.1308678,1
487,Seabeach Gardens Lodge,2103,MONA VALE,NSW,-33.67456581,151.3053479,1
488,Uniting Mayflower Westmead,2145,WESTMEAD,NSW,-33.80581716,150.992611,1
489,Catholic Healthcare St Anne's Aged Care,2110,HUNTERS HILL,NSW,-33.83424594,151.1411197,1
490,Hawkesbury Living Pty Limited,2753,RICHMOND,NSW,-33.5991895,150.7498975,1
491,Bupa Bexley,2207,BEXLEY,NSW,-33.96140761,151.1139399,1
492,Bupa Cardiff,2285,CARDIFF,NSW,-32.937745,151.673334,1
493,Kingswood Court Aged Care Facility,2747,KINGSWOOD,NSW,-33.75948819,150.7314393,1
494,Japara Brighton-Le-Sands,2216,BRIGHTON LE SANDS,NSW,-33.954937,151.155753,1
495,SummitCare Waverley,2024,WAVERLEY,NSW,-33.90351839,151.2561706,1
496,Glenwood Nursing Home,2065,GREENWICH,NSW,-33.82788391,151.1890532,1
497,Ferndale Gardens Aged Care Facility,2223,MORTDALE,NSW,-33.96385186,151.0791867,1
498,Warrigal Care Warilla,2528,WARILLA,NSW,-34.55393941,150.8641739,1
499,Caroline Chisholm Nursing Home,2066,LANE COVE,NSW,-33.81897778,151.151571,1
500,Miranda Aged Care Facility,2228,MIRANDA,NSW,-34.03162883,151.1086994,1
501,Rosedurnate Aged Care Plus Centre (2503),2870,PARKES,NSW,-33.13824782,148.1844314,1
502,Fairfield Nursing Home,2165,FAIRFIELD,NSW,-33.8703078,150.9588805,1
503,Estia Health Manly Vale,2093,MANLY VALE,NSW,-33.78313133,151.2662712,1
504,SummitCare Canley Vale,2166,CANLEY VALE,NSW,-33.88445048,150.9401281,1
505,Mayfield Aged Care,2304,MAYFIELD,NSW,-32.89519605,151.7407961,1
506,Mona Vale House Nursing Home,2103,MONA VALE,NSW,-33.6731809,151.3095628,1
507,Greenwood Aged Care,2076,NORMANHURST,NSW,-33.72284751,151.1047119,1
508,Carino Care at Sylvania,2224,SYLVANIA,NSW,-34.02297257,151.0902089,1
509,Opal Oceanview,2103,MONA VALE,NSW,-33.68414718,151.3033037,1
510,Uniting Lynvale Lane Cove,2066,LANE COVE NORTH,NSW,-33.80715435,151.1762928,1
511,Opal Annandale,2038,ANNANDALE,NSW,-33.88397752,151.168743,1
512,Moyne Aged Care Plus Centre (2519),2804,CANOWINDRA,NSW,-33.56393702,148.6450084,1
513,Presbyterian Aged Care - Wollongong,2500,NORTH WOLLONGONG,NSW,-34.41411773,150.8960638,1
514,Bupa North Rocks,2151,NORTH ROCKS,NSW,-33.7866694,151.0025504,1
515,Opal Stanmore,2048,STANMORE,NSW,-33.89663855,151.1681616,1
516,Carino Care at Rockdale,2216,BANKSIA,NSW,-33.945842,151.134128,1
517,Plateau View Nursing Home,2097,COLLAROY PLATEAU,NSW,-33.73050277,151.2864873,1
518,Uniting Nunyara Peakhurst,2210,PEAKHURST,NSW,-33.958596,151.065737,1
519,Mercy Aged Care Services (Singleton),2330,SINGLETON,NSW,-32.5582583,151.1797022,1
520,Shangri-La Nursing Home,2220,HURSTVILLE,NSW,-33.96001986,151.0953685,1
521,Blacktown Nursing Home,2148,BLACKTOWN,NSW,-33.76586904,150.9186705,1
522,Bass Hill Aged Care,2197,BASS HILL,NSW,-33.90286484,151.0018237,1
523,Uniting Caroona Marima Goonellabah,2480,GOONELLABAH,NSW,-28.82564046,153.3203039,1
524,The Manor Fairfield East,2165,FAIRFIELD,NSW,-33.877646,150.971535,1
525,SummitCare Liverpool-155,2170,LIVERPOOL,NSW,-33.91706329,150.9125138,1
526,Viewhaven Lodge,2583,CROOKWELL,NSW,-34.44303068,149.4852611,1
527,Bexley Care Centre,2207,BEXLEY,NSW,-33.95850606,151.1253884,1
528,Queanbeyan Residential Care Facility,2620,QUEANBEYAN,NSW,-35.34804525,149.2293755,1
529,Warrigal Care Coniston,2500,CONISTON,NSW,-34.43733694,150.878194,1
530,SummitCare Liverpool-173,2170,LIVERPOOL,NSW,-33.91589994,150.9118317,1
531,Homewood Nursing Home,2207,BEXLEY,NSW,-33.95412021,151.1124175,1
532,Casa Mia Aged Care Centre,2211,PADSTOW,NSW,-33.96179136,151.0382751,1
533,Bupa Armidale,2350,ARMIDALE,NSW,-30.51893294,151.6657569,1
534,Grafton Aged Care Home,2460,GRAFTON,NSW,-29.700511,152.942289,1
535,Terrey Hills Nursing Home,2084,TERREY HILLS,NSW,-33.67881983,151.2245615,1
536,Uniting Osborne Nowra,2541,NOWRA,NSW,-34.8750613,150.5992709,1
537,Opal Austral House,2100,NORTH MANLY,NSW,-33.77521568,151.27131,1
538,St George Aged Care Centre,2207,BEXLEY,NSW,-33.96244052,151.1265429,1
539,Columbia Aged Care Services - Strathdale Centre,2135,STRATHFIELD,NSW,-33.8714599,151.0903302,1
540,Adventist Nursing Home,2147,KINGS LANGLEY,NSW,-33.7422721,150.9187513,1
541,Guildford Nursing Home,2161,GUILDFORD,NSW,-33.85066489,150.9879828,1
542,Opal Canterbury,2194,CAMPSIE,NSW,-33.91177773,151.0936014,1
543,Estia Health Merrylands,2145,GREYSTANES,NSW,-33.82892118,150.9482366,1
544,Estia Health Bexley Park,2207,BEXLEY,NSW,-33.94897959,151.1181394,1
545,Garden View Nursing Home,2160,MERRYLANDS WEST,NSW,-33.83379673,150.960062,1
546,Rosemore Aged Care,2192,BELMORE,NSW,-33.92371579,151.096294,1
547,IRT Berala on the Park,2144,AUBURN,NSW,-33.8729296,151.0235327,1
548,Bupa Ashfield,2131,ASHFIELD,NSW,-33.87922485,151.1245093,1
549,Beechwood Aged Care,2212,REVESBY,NSW,-33.93935657,151.0162289,1
550,Bupa Ashbury,2131,ASHFIELD,NSW,-33.90245016,151.1263217,1
551,The Haven Residential Aged Care,2650,WAGGA WAGGA,NSW,-35.136967,147.351816,1
552,Bupa Maroubra,2035,MAROUBRA,NSW,-33.94240241,151.2478799,1
553,Bupa Greenacre,2190,GREENACRE,NSW,-33.9041147,151.0434602,1
554,Huntingdon Gardens Aged Care Facility,2207,BEXLEY,NSW,-33.95542485,151.1322161,1
555,Calare Residential Aged Care Facility,2800,ORANGE,NSW,-33.27994836,149.1004067,1
556,Maroubra Shores,2035,MAROUBRA,NSW,-33.93773682,151.2390524,1
557,Pendle Hill Residential Aged Care Facility,2145,PENDLE HILL,NSW,-33.81005582,150.9490199,1
558,Weeroona Aged Care Residence,2794,COWRA,NSW,-33.81792809,148.6876148,1
559,Bupa Griffith,2680,GRIFFITH,NSW,-34.28902608,146.0264636,1
560,Brentwood Residential Aged Care Facility,2150,PARRAMATTA,NSW,-33.82070279,150.9989253,1
561,Manly Vale Nursing Home,2093,MANLY VALE,NSW,-33.78198035,151.2682508,1
562,Northcourt Nursing Home,2151,NORTH PARRAMATTA,NSW,-33.79782709,151.0094865,1
563,Abbey House Aged Care,2575,MITTAGONG,NSW,-34.474945,150.467126,1
564,Dorothy Boyt House,2036,MALABAR,NSW,-33.96650488,151.2490597,1
565,RFBI Hawkins Masonic Village - Grevillea House,2285,EDGEWORTH,NSW,-32.92558027,151.604632,1
566,Uniting Bowden Brae Normanhurst,2076,NORMANHURST,NSW,-33.72077741,151.103908,1
567,IRT Tarrawanna Care Centre,2518,TARRAWANNA,NSW,-34.38134178,150.8868496,1
568,Coffs Harbour Legacy Nursing Home,2450,COFFS HARBOUR,NSW,-30.30592783,153.126492,1
569,Jean Ross House,2541,SOUTH NOWRA,NSW,-34.902942,150.6110525,1
570,Uniting Wesley Gardens Belrose,2085,BELROSE,NSW,-33.7232747,151.2192574,1
571,Yallaroo,2640,ALBURY,NSW,-36.072614,146.883555,1
572,Uniting Edina Waverley,2024,WAVERLEY,NSW,-33.89689662,151.2519608,1
573,Mildred Symons House,2226,JANNALI,NSW,-34.02108491,151.0654177,1
574,Bowral House Nursing Home,2576,BOWRAL,NSW,-34.49211212,150.4215084,1
575,Fairview Nursing Home,2400,MOREE,NSW,-29.469656,149.839234,1
576,William Beech Gardens - Bushmaster,2877,CONDOBOLIN,NSW,-33.08173415,147.1522513,1
577,Strathearn Village High Care Facility,2337,SCONE,NSW,-32.051022,150.877636,1
578,Uniting Wesley Heights Manly,2095,MANLY,NSW,-33.79413224,151.2804027,1
579,Scalabrini Village Nursing Home (Austral),2179,AUSTRAL,NSW,-33.94623711,150.8112429,1
580,Hillgrove House,2550,BEGA,NSW,-36.675623,149.837984,1
581,Harbison Nursing Home,2576,BURRADOO,NSW,-34.5054661,150.4070216,1
582,Opal Dubbo,2830,DUBBO,NSW,-32.23775686,148.6203627,1
583,Opal Shoalhaven,2541,BOMADERRY,NSW,-34.85193663,150.6028467,1
584,IRT Woonona,2517,WOONONA,NSW,-34.34174654,150.9034553,1
585,Opal Bathurst,2795,BATHURST,NSW,-33.406735,149.579578,1
586,Mercy Place Albury,2640,ALBURY,NSW,-36.06983729,146.9156184,1
587,St Luke's Village,2530,DAPTO,NSW,-34.512668,150.783926,1
588,Opal Norah Head,2263,TOUKLEY,NSW,-33.25788635,151.5502568,1
589,Adelene Nursing Home,2250,WYOMING,NSW,-33.41152635,151.3648161,1
